13045.04618,13045.04618,13045.04618,12914.59572,12914.59572,12914.59572,12784.14525,12784.14525,12784.14525,12784.14525,12784.14525,12784.14525
11224.62382,11224.62382,11224.62382,11112.37758,11112.37758,11112.37758,11000.13134,11000.13134,11000.13134,11000.13134,11000.13134,11000.13134
35629.32338,35629.32338,35629.32338,35273.03015,35273.03015,35273.03015,34916.73691,34916.73691,34916.73691,34916.73691,34916.73691,34916.73691
537.6986647,537.6986647,537.6986647,532.321678,532.321678,532.321678,526.9446914,526.9446914,526.9446914,526.9446914,526.9446914,526.9446914
2729.073853,2729.073853,2729.073853,2701.783114,2701.783114,2701.783114,2674.492376,2674.492376,2674.492376,2674.492376,2674.492376,2674.492376
762.5389478,762.5389478,762.5389478,754.9135583,754.9135583,754.9135583,747.2881689,747.2881689,747.2881689,747.2881689,747.2881689,747.2881689
284.9114809,284.9114809,284.9114809,282.0623661,282.0623661,282.0623661,279.2132513,279.2132513,279.2132513,279.2132513,279.2132513,279.2132513
2632.382551,2632.382551,2632.382551,2606.058726,2606.058726,2606.058726,2579.7349,2579.7349,2579.7349,2579.7349,2579.7349,2579.7349
1359.417749,1359.417749,1359.417749,1345.823572,1345.823572,1345.823572,1332.229395,1332.229395,1332.229395,1332.229395,1332.229395,1332.229395
294.0125191,294.0125191,294.0125191,291.0723939,291.0723939,291.0723939,288.1322688,288.1322688,288.1322688,288.1322688,288.1322688,288.1322688
233.0884456,233.0884456,233.0884456,230.7575611,230.7575611,230.7575611,228.4266766,228.4266766,228.4266766,228.4266766,228.4266766,228.4266766
4068.978956,4068.978956,4068.978956,4028.289166,4028.289166,4028.289166,3987.599376,3987.599376,3987.599376,3987.599376,3987.599376,3987.599376
2979.776683,2979.776683,2979.776683,2949.978917,2949.978917,2949.978917,2920.18115,2920.18115,2920.18115,2920.18115,2920.18115,2920.18115
130.4016668,130.4016668,130.4016668,129.0976502,129.0976502,129.0976502,127.7936335,127.7936335,127.7936335,127.7936335,127.7936335,127.7936335
128.7940239,128.7940239,128.7940239,127.5060837,127.5060837,127.5060837,126.2181435,126.2181435,126.2181435,126.2181435,126.2181435,126.2181435
144.8878995,144.8878995,144.8878995,143.4390205,143.4390205,143.4390205,141.9901415,141.9901415,141.9901415,141.9901415,141.9901415,141.9901415
126.5011187,126.5011187,126.5011187,125.2361075,125.2361075,125.2361075,123.9710963,123.9710963,123.9710963,123.9710963,123.9710963,123.9710963
174.9155069,174.9155069,174.9155069,173.1663518,173.1663518,173.1663518,171.4171967,171.4171967,171.4171967,171.4171967,171.4171967,171.4171967
